song,artist,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,song_label,clusters_kmeans
Não Posso Viver Sem Ela,Cartola,0.661,0.579,-12.395,0.0458,0.857,0.0,0.212,0.935,109.053,3Rl8rmkBsV46WxSEKLgM2z,163067,R,1
Mas Vale Cholo,Molotov,0.753,0.719,-5.172,0.0782,0.00575,0.0,0.209,0.881,122.799,3390Ama7VNT2nqEKy2jcoB,285307,R,7
Sic Of Elephants,Andrew Bird,0.434,0.339,-14.847,0.0479,0.866,0.17,0.104,0.0615,149.54,2WwSXuJhHJNTQ4joolfx9E,285800,R,1
Waiting For A Dream,Rufus Wainwright,0.491,0.52,-7.014,0.0291,0.152,1.71e-05,0.729,0.073,130.031,48dZAhXiy4vVWQvzK52EWh,254133,R,2
Parklife,Blur,0.628,0.89,-6.094,0.0675,0.121,0.0,0.281,0.722,138.787,7FSzJQV6thyoQptFCUTV9c,185093,R,7
Caught Up In You,38 Special,0.425,0.681,-8.604,0.0316,0.0229,0.000219,0.0543,0.933,131.011,3jYRpwbctfqB77uU7T7K3U,279333,R,7
Around The World / Harder Better Faster Stronger,Daft Punk,0.629,0.787,-8.399,0.0646,0.00152,0.359,0.209,0.581,125.998,5RByQFt9Mlo8hDYJ921tCv,342627,R,3
Lunático,Gotan Project,0.747,0.56,-8.054,0.0441,0.00994,0.0493,0.227,0.542,117.94,5AxAe9pUuKfrF2wmrs79As,179613,R,7
Walk This Way,Aerosmith,0.653,0.73,-10.613,0.043,0.0114,1.03e-05,0.0754,0.894,108.705,5SZ6zX4rOrEQferfFC2MfP,220400,R,7
Le Soir,Line Renaud,0.399,0.138,-13.108,0.0436,0.957,0.00145,0.35,0.299,84.251,5wydZZhLB8O6F9ez4gLjwK,174080,R,1
Control,Narco,0.575,0.857,-4.923,0.0493,0.00197,0.00126,0.0987,0.656,90.017,6jzcdyJMTIE3fDKQR6HVKL,243600,R,8
Wrapped Up In Books,Belle & Sebastian,0.505,0.77,-7.597,0.0313,0.0896,8.99e-06,0.079,0.844,148.399,14TIka80BMTELhMHk1sIdH,214373,R,0
Down Boy,Yeah Yeah Yeahs,0.635,0.804,-5.609,0.0337,0.114,0.189,0.109,0.433,80.236,3rJKyc4VZJtIVXHoNnZA4d,232933,R,8
Without You,Hinder,0.415,0.816,-3.831,0.0333,0.0299,2.09e-05,0.129,0.264,136.017,4xNfsvj9mOVnMTvHZZ8HNk,232267,R,8
It All Dies Anyway,The Gits,0.403,0.955,-5.799,0.186,0.00233,0.0,0.294,0.414,130.536,7ouzdq5YN0xF61ag7XVmRn,247640,R,0
Black Betty,Spiderbait,0.562,0.865,-6.476,0.0922,2.06e-05,0.591,0.219,0.35,124.047,7uSsHbBFFAnkRQR1rDwP3L,205973,R,3
Mourning Air,Portishead,0.439,0.508,-8.234,0.0313,0.25,0.18,0.123,0.0582,141.985,4AJyCdViXryL9E98MkWPzp,252227,R,8
No Way Down,Air France,0.562,0.731,-5.317,0.0341,0.378,0.0022,0.623,0.521,134.954,5TYEy4UdERzhK4VsJIjvxj,242747,R,2
Te Lastimé,Superlitio,0.777,0.48,-9.194,0.0288,0.0394,4.04e-06,0.273,0.511,101.981,29ewalVPcrRF03aTtWvD9z,226880,R,7
After Hours,We Are Scientists,0.392,0.981,-4.564,0.0799,2.9e-05,0.0422,0.174,0.335,160.047,6BnioVUjZdsTeYliZcnNW8,232014,R,0
Mockingbird,Eminem,0.637,0.678,-3.798,0.266,0.209,0.0,0.156,0.254,84.039,561jH07mF1jHuk7KlaeF0s,250760,R,4
Sometimes It\'s A Bitch,Stevie Nicks,0.674,0.651,-7.305,0.0413,0.0987,4.02e-05,0.15,0.341,119.926,0BMD6HPm0gS1pSTi5ZpHrR,278373,R,8
Love Buzz,Nirvana,0.479,0.865,-8.281,0.0339,3.1e-05,0.228,0.182,0.77,137.902,5muVpPu8Fj9fXfDbbqDdrZ,215203,R,0
Blood On The Ground,Incubus,0.484,0.791,-6.887,0.0705,0.00455,0.0844,0.08,0.407,162.163,55oCxTjsEydILFRdZ9nWaW,273333,R,0
Ricordati Di Noi,Valerio Scanu,0.347,0.661,-4.331,0.0474,0.732,0.0,0.374,0.309,140.882,2O7duTvIDRkUaDugJBIMYG,149000,R,0
Show Me,John Legend,0.633,0.444,-9.05,0.0255,0.76,6.41e-05,0.137,0.237,94.086,1wvWU8XdhyGrQamm8CTkvU,298467,R,1
Kid,Amos Lee,0.47,0.351,-10.826,0.0265,0.8,0.0,0.129,0.298,85.23,1R1wu7qKEC6PeDYVfx3pgp,191133,R,1
Intuition,Keri Hilson,0.6,0.501,-6.174,0.0305,0.0389,0.0132,0.759,0.566,131.547,72KaOF3SGNhpxrFDWp8uhO,251653,R,2
Who Let You Go?,The Killers,0.414,0.797,-4.12,0.0477,0.016,0.0,0.134,0.457,170.001,2Ij4TNS0XKn05hXTEMcO4w,222907,R,0
See You Again,Miley Cyrus,0.692,0.911,-5.098,0.177,0.015,7.71e-05,0.112,0.8,138.975,3AjyOYxBv8bByfBtG5o9dP,190453,R,7
Chinese,Lily Allen,0.541,0.925,-6.585,0.0843,0.141,0.0,0.134,0.357,143.011,7un1IR03D5E8HQjjYEaSEh,208213,R,0
Love Street,The Doors,0.709,0.305,-14.809,0.0397,0.687,0.0,0.265,0.483,118.821,5Q2Im8o4RthlAMkvUMYwGj,169533,R,1
Como Los Olivos,Bebe,0.774,0.834,-4.325,0.0829,0.631,0.0,0.0633,0.768,112.056,3T51j4GNNYuhD4waHOVoOF,236480,R,7
Son Of Dragon,Liquid People,0.743,0.793,-7.756,0.0428,0.000107,0.932,0.0591,0.615,126.541,3O6ixdH6rJJmHXyBuepXWR,476933,R,6
Try Sleeping With A Broken Heart,Alicia Keys,0.496,0.821,-5.155,0.112,0.158,0.246,0.13,0.549,110.977,1yK9LISg5uBOOW5bT2Wm0i,249013,R,8
The Disconnect,Tycho,0.678,0.569,-11.647,0.0347,0.271,0.941,0.172,0.27,120.012,0nYyav3G7b2y7RCmC7jo1r,371533,R,3
Wishing Wells,Ligeia,0.286,0.885,-5.224,0.121,2.92e-05,0.0,0.427,0.244,139.232,3vBZzAVlz2dNcDhhAezkYu,322453,R,0
Must Be Dreaming,Frou Frou,0.596,0.823,-6.89,0.0476,0.295,1.96e-05,0.102,0.534,147.976,6rT1BTeBQvUW7U9JuuGTWv,241933,R,0
Happy?,Mudvayne,0.546,0.97,-2.661,0.097,0.000823,2.08e-05,0.275,0.383,100.065,0INUE1K7cEiE8VH63Rv5RJ,216427,R,8
Imanol,Platero Y Tu,0.25,0.54,-11.017,0.0304,0.00819,7.84e-06,0.329,0.527,184.903,5bTmIbJi8VXakMNNEG4vPO,133627,R,0
My Wife,Beirut,0.597,0.497,-7.696,0.0316,0.594,0.00864,0.235,0.523,140.068,6j64oZBWxYPNJ4RLJnSbVt,193427,R,1
I\'m Just A Man,Jason Aldean,0.679,0.748,-4.025,0.0259,0.144,3.4e-06,0.154,0.723,103.066,0SUEomEoBOJIsSar9hmo10,197573,R,7
A Million Ways,Ok Go,0.641,0.745,-4.469,0.0397,0.00041,0.287,0.108,0.539,130.005,0n49fCjNGsbtNOE6cuWk79,193133,R,7
Ring My Bell,Anita Ward,0.781,0.556,-13.067,0.0611,0.0661,0.0907,0.0339,0.968,125.999,7GK2KVYH8FrTC9zehmjVMd,491933,R,7
Honestly Ok,Dido,0.607,0.595,-9.237,0.0542,0.161,0.0188,0.184,0.581,180.982,4bNKvePgcSeo9eQM2yIbVE,278773,R,0
Peacebone,Animal Collective,0.592,0.948,-3.982,0.0716,0.185,0.000228,0.276,0.569,162.898,3bTyUD39OY8Xu4yOTom383,313171,R,0
Lifespan Of A Fly,the bird and the bee,0.667,0.143,-14.784,0.0338,0.918,0.000273,0.123,0.204,101.058,6yqDQLja1QfCoOqm0VQ9rK,194173,R,1
Utopian Dream,Dimension 5,0.481,0.967,-6.341,0.0339,3.71e-05,0.787,0.415,0.451,150.086,1HJ9VGXQkNq5tdnGKwHWy3,462200,R,6
Noctuary,Bonobo,0.667,0.299,-8.98,0.0392,0.751,0.839,0.204,0.382,90.016,1sVPnm3MQqQGaCUH1OO8NV,322373,R,5
Make Music,Emanon,0.755,0.476,-10.953,0.375,0.146,0.0,0.12,0.721,98.214,4sHV72yTQ1QMbR0N4dtQSq,225240,R,4
You Got Me,The Roots / Erykah Badu,0.734,0.665,-6.845,0.259,0.0562,0.000892,0.0632,0.65,161.843,4Bg0x0kTzU7gRkj9qq5O0e,297880,R,4
Stop,Ryan Adams,0.23,0.758,-7.095,0.047,0.00074,0.106,0.0368,0.497,170.868,1SCoskIrxa4v8CkBz9z1W7,205946,R,0
Drown,Three Days Grace,0.417,0.762,-5.862,0.0364,0.000207,0.0,0.756,0.374,75.921,2AUoqUNZCmEQnkRJGegS2F,208493,R,2
Gasoline,Audioslave,0.379,0.716,-4.312,0.0326,0.000272,0.00123,0.0786,0.239,92.721,33AxY0QUitvte6JV6B6uLE,279333,R,8
Everything You Touch We Touch First (America\'S Mexican),George Lopez,0.366,0.976,-5.923,0.815,0.728,0.000231,0.672,0.189,142.115,0OvHakEmVkZ3XUpSoev9IQ,214307,R,4
Before I Let You Go,Blackstreet,0.67,0.468,-6.725,0.0328,0.325,0.0,0.0516,0.486,140.069,2rkVoKVEMuct8SmEIGKzBw,299800,R,7
Adventures In Solitude,The New Pornographers,0.694,0.338,-8.582,0.0336,0.75,0.00101,0.0897,0.356,115.896,6mR92A7IzMIx6aYnbQDIHu,256373,R,1
Crossroads,John Mayer,0.894,0.507,-6.945,0.0564,0.221,0.0661,0.0642,0.916,114.216,4WBmkMJyWubRXRLYk8t9SI,149387,R,7
Napoleon On The Bellerophon,Beirut,0.32,0.628,-7.053,0.0354,0.166,0.0158,0.173,0.237,150.867,25kTLv3thjqb62j5cMLT7q,216320,R,0
Your Mouth,Telefon Tel Aviv,0.539,0.877,-5.583,0.0456,0.00895,0.825,0.0478,0.436,109.92,37oB594V6Fk9Tt5ctM65Qk,248786,R,3
Your Rap Is Sad,Carlos Jean,0.776,0.625,-10.631,0.107,0.232,0.0,0.4,0.738,105.039,7nWpbV9HpNMi6Rd5wH4ZCV,193467,R,7
Emigrantes,Orishas,0.886,0.683,-6.486,0.133,0.198,0.0,0.139,0.793,98.541,0rOgrRv0tXo6ZspSQVhtFD,217078,R,7
Agaetis Byrjun,Sigur Ros,0.415,0.355,-11.851,0.0293,0.769,0.0354,0.0683,0.099,128.752,2qOsB3km4n035UsdGTmwN7,475907,R,1
Born To Be Wild,Steppenwolf,0.439,0.734,-12.168,0.097,0.262,0.333,0.244,0.54,145.703,3lN8PP6R2IxbLP05QpYXng,212893,R,0
II,Yann Tiersen,0.187,0.0427,-32.93,0.0326,0.986,0.926,0.108,0.0769,64.718,2VLrXGit3GAJdjqDDZGyk7,75387,R,5
The Joker,Steve Miller Band,0.596,0.448,-9.616,0.0396,0.365,5.3e-06,0.206,0.796,83.293,1bp2IO61zbQrbWNmKKxg3f,264504,R,7
Shimmer,Fuel,0.48,0.795,-6.408,0.0421,0.00236,0.0,0.189,0.432,114.674,74KI6d8jEM2zwOAo3luayU,214107,R,8
Who Shot Ya,The Notorious B.I.G.,0.831,0.682,-5.697,0.238,0.256,0.0,0.494,0.6,91.771,2KFg8kjYy0rYjWsXGhEQHN,319360,R,4
Ave Maria,Celtic Woman,0.426,0.0813,-17.775,0.0375,0.988,0.00511,0.126,0.37,115.904,4H6sxd2yQFmErBRl8cZIUi,173093,R,1
Chi Mai (El Profesional),Ennio Morricone,0.568,0.226,-13.036,0.0297,0.938,0.0326,0.0858,0.0629,93.608,0sG1mkOBMcfYc8DluMCRXl,215040,R,1
La Margarita Dijo No,Alejandro Sanz,0.531,0.738,-6.018,0.0471,0.255,0.0,0.918,0.468,76.881,71tonhzIjHmw7bJ2An5RNu,294520,R,2
Weak And Powerless,A Perfect Circle,0.483,0.841,-7.494,0.0523,0.000172,0.861,0.108,0.13,159.747,7gDVjl5fEw2OPAtjbW4LzR,195133,R,3
One Of These Things First,Nick Drake,0.604,0.37,-18.45,0.0362,0.836,0.346,0.0954,0.666,90.339,0hNVjU6JKydHts0SAjHCno,290733,R,1
Car Wash,Rose Royce,0.667,0.521,-13.212,0.115,0.202,6.55e-05,0.0723,0.856,117.917,2pbWkjtGtjkzBdZ95GFINm,307573,R,7
Kung Fu Fighting,Carl Douglas,0.598,0.673,-10.431,0.0693,0.0422,6.9e-05,0.289,0.59,102.034,40NRm1ZLvZpUSCUXAGGZ8J,197693,R,7
I Belong To You [+Mon Coeur S\'Ouvre A Ta Voix],Muse,0.481,0.603,-6.59,0.028,0.166,0.0321,0.109,0.213,105.974,114rzL6VEy9bb3amPcY3tw,338813,R,8
Purple Weed,Mondo Marcio,0.808,0.477,-7.755,0.221,0.159,0.0,0.12,0.774,141.982,0OuuQURLWTI73mMVCCcBew,264720,R,4
Tracking Treasure Down,Gabriel & Dresden,0.561,0.766,-5.058,0.0478,0.00358,0.000117,0.141,0.28,135.075,46bS76Bb8TP09Vof5NiuMe,189067,R,8
I Wanna Be Your Joey Ramone,Sleater-kinney,0.387,0.936,-3.64,0.0629,0.0401,0.594,0.136,0.598,137.647,1WDqjH0PJ8ruWQXsp3bN2Z,156987,R,3
Intro,Gorillaz,0.259,0.651,-14.651,0.0589,0.86,0.98,0.165,0.656,134.972,2zavoMfVVPJMikH57fd8yK,67133,R,5
Carried Away [Demo],Shinedown,0.557,0.908,-4.39,0.033,1.93e-05,0.0,0.14,0.194,112.261,0iCagSLrAcBhJeSHcQ2mN7,194053,R,8
Every Time You Go,Ellie Goulding,0.622,0.791,-5.404,0.0303,0.0307,0.0,0.128,0.458,108.976,23Sf3sg4zl4op3rAedJflk,205427,R,8
Nine Steps,Decapitated,0.221,0.953,-6.585,0.13,1.06e-05,0.845,0.076,0.368,102.819,5eNiR3Kjn9DlJSge6ktCDa,311107,R,3
Tequila,The Champs,0.671,0.742,-9.912,0.0441,0.121,0.679,0.0601,0.897,89.748,5gJKsGij5oGt5H5RSFYXPa,135240,R,3
Paperweight,Joshua Radin_ Schuyler Fisk,0.422,0.119,-15.182,0.0354,0.555,0.0,0.0959,0.405,179.844,7IjL4IoQZMk1dOI4MH1T0i,204333,R,1
Me Arde,Andres Calamaro,0.64,0.889,-7.646,0.0347,0.316,0.0668,0.12,0.8,117.132,4qIafsQJZHbKvVzwM8sddL,217733,R,7
Rise,Flobots,0.696,0.593,-7.638,0.0532,0.00766,0.0,0.11,0.537,89.005,6Mnf7IPJmv9gBh921JXioZ,253547,R,7
Secret,The Pierces,0.577,0.486,-6.966,0.0548,0.0557,0.0,0.2,0.236,138.172,7eoC95sT8KxeZGPAikDOAm,229160,R,8
The Way You Move,OutKast,0.871,0.597,-4.932,0.0464,0.126,0.000113,0.0638,0.635,125.999,5z7mYFfhw6N6f23VwrokJD,234000,R,7
Life In Technicolor ii,Coldplay,0.472,0.909,-7.073,0.0391,0.00158,5.16e-05,0.248,0.278,131.051,0VpFFXnT2kNjqJmTv57aZi,245100,R,8
Taste Test,Sleater-kinney,0.263,0.969,-3.692,0.0509,0.284,0.142,0.328,0.636,138.167,6wAdwcazOBk3kQDZ70uuYJ,179773,R,0
Friend Of A Friend,Foo Fighters,0.713,0.295,-12.738,0.0311,0.694,0.0145,0.099,0.0756,95.828,7cxAyJ1UcrkejC7fTTZcUV,193200,R,1
Sonne,Rammstein,0.51,0.917,-4.806,0.0854,0.0054,0.000133,0.396,0.313,75.098,4w3R0GZ2rScJMKlgPJzHRq,272440,R,8
Easy Love,MSTRKRFT,0.787,0.757,-4.014,0.0736,0.0103,0.00731,0.0995,0.92,129.991,5Sx1qaGwRmuc2s5XldaGgh,332413,R,7
No Te Rindas,Alex Ubago,0.572,0.829,-3.81,0.0617,0.0309,0.0,0.223,0.633,130.013,0meSW8GgUyH3o8GGcOpYMK,248402,R,8
Blame It On The Tetons,Modest Mouse,0.401,0.307,-14.729,0.0301,0.204,0.23,0.129,0.525,81.98,2q5zd5u4A4JzAbes2VDPjk,324973,R,1
Littlest Things (Live At The Astoria),Lily Allen,0.514,0.764,-5.591,0.0358,0.081,1.76e-06,0.929,0.243,81.99,0wNFiDgPU7fJIMv0w6KTFI,240248,R,2
Hey Mama,Kanye West,0.583,0.754,-6.993,0.223,0.0593,0.0,0.113,0.347,95.784,46OFHBw45fNi7QNjSetITR,305067,R,4
Ask The Mountains,Vangelis,0.308,0.108,-20.017,0.0324,0.864,0.312,0.174,0.035,155.851,7nnRf1iHM8G8WTVrnkWkbv,473253,R,5
Apple Orchard,Beach House,0.449,0.222,-17.633,0.0332,0.916,0.0652,0.099,0.0934,120.907,4CIWv96Z5IIwVKYb24fTdr,271413,R,1
Well Thought Out Twinkles,Silversun Pickups,0.506,0.899,-4.392,0.0344,4.88e-05,0.00574,0.162,0.534,122.163,0dQnUUdHMoTQaaaoAotAZC,242133,R,8
Now Or Never,Three Days Grace,0.416,0.664,-6.302,0.0304,0.000871,0.0,0.0611,0.286,81.354,2Viqjkxmiu8hGIhjwtqYvI,180547,R,8
Keep Fallin,Hot Chip,0.892,0.376,-11.692,0.151,0.141,0.0,0.0764,0.58,101.959,3yygLTfVnUuPgNRw9nX1Km,288280,R,7
Arguru,Deadmau5,0.524,0.719,-6.83,0.102,0.0516,0.843,0.0754,0.0991,128.001,64iL1QNuXbngySMysxlLxb,330002,R,3
Live from Heart,Sa Trincha,0.618,0.519,-10.483,0.0511,0.213,0.86,0.159,0.0453,159.94,7nzQf1lOLPLUFIcmekZ5vR,231133,R,3
Furr,Blitzen Trapper,0.575,0.487,-10.664,0.0553,0.49,0.0,0.0913,0.505,92.39,2fgbsGWU2Dum08uifQHhiB,247515,R,1
Little L,Jamiroquai,0.878,0.724,-5.373,0.129,0.168,0.0116,0.133,0.904,121.906,7hhclvecTpNxNNRCk7NUoc,295400,R,7
El Cuatrero,Miguel Calo,0.508,0.384,-4.329,0.0379,0.878,0.625,0.164,0.619,118.896,33Agi886SHFSmTv7DsLBWJ,168586,R,1
Johnny 99,Bruce Springsteen,0.332,0.411,-9.814,0.0482,0.262,0.0,0.127,0.137,158.33,2ohcpZDvcIRdCE3lWxu6Tc,218240,R,1
The Feel Good Drag,Anberlin,0.342,0.677,-11.906,0.0568,0.0013,0.00671,0.201,0.501,188.6,5sTVykpRs4eiZKn96bZogj,207360,R,0
Siete Horas,Bebe,0.623,0.879,-6.513,0.117,0.471,1.89e-05,0.0425,0.705,112.069,4EM1hO8dwUpEpjR4k5qvmC,205160,R,7
Majesty,Delirious?,0.541,0.716,-6.999,0.028,0.00168,0.000844,0.203,0.324,142.136,4g2f8n5PqDE5PZrThEF0AI,331600,R,8
Microphones in the Trees,Thee Silver Mountain Reveries,0.244,0.388,-12.574,0.0337,0.021,0.351,0.0799,0.294,109.746,3c1DBnYopZPoNucrphjT2i,587387,R,6
You Sent Me Flying / Cherry,Amy Winehouse,0.639,0.656,-5.874,0.126,0.516,0.0,0.223,0.319,99.481,2Zrnqh5nA5lYeiehF23Nu7,410760,R,8
I Don\'t Feel Like Dancin\',Scissor Sisters,0.71,0.917,-3.385,0.0287,0.018,0.0,0.335,0.83,108.031,13pyGLYmBjYgvOMIEivX2K,288360,R,7
Speak To Me In Mysteries,Chris Taylor,0.143,0.583,-10.466,0.0434,0.646,0.0925,0.0994,0.198,64.395,1NTCVR02zdwQBQscCSUtMJ,166827,R,1
Another Place,Mischa Daniels,0.398,0.827,-5.41,0.05,0.0473,0.00703,0.682,0.41,127.975,6FrchQ8NDHUI8ucAvz5zha,217500,R,2
Scream,Michael Jackson,0.805,0.942,-6.584,0.0905,0.0745,1.46e-05,0.415,0.608,106.525,4LD5dhQ3kqpqe14sGPDtBC,278293,R,7
All For Swinging You Around,The New Pornographers,0.401,0.909,-3.913,0.0541,0.0111,2.07e-06,0.278,0.797,177.948,63HkkLxSefpYzy1kPrcAOy,222200,R,0
California Über Alles,Dead Kennedys,0.317,0.885,-4.768,0.144,0.176,0.000249,0.221,0.704,111.366,5szJ8SMwQVEvvdk65w6M6g,207040,R,0
Found Out,Caribou,0.457,0.828,-7.286,0.164,0.145,1.5e-05,0.0812,0.194,113.996,7cgQlPVe2km50oQNagseTR,198949,R,8
Southern Comfort,Burial,0.683,0.772,-10.208,0.0996,0.000607,0.86,0.116,0.604,130.211,1tfP3K06lvBMCQvttpssDU,301507,R,3
Papa Noah (2004),Seeed,0.836,0.81,-5.237,0.0465,0.0449,0.00284,0.075,0.947,116.443,3BskF2qPrIvhTAybfyNP1S,243146,R,7
Like You,Bow Wow,0.714,0.6,-8.365,0.0876,0.0465,0.0,0.0646,0.504,82.017,3jEqrIfwKO0M8ALu3TGilF,205840,R,7
Esa noche,Café Tacvba,0.738,0.418,-9.452,0.032,0.768,0.0,0.135,0.592,134.855,2jggaUpOvn2G6Pv2HCEU6m,206373,R,1
Perdiendo El Tiempo,Vilma Palma,0.683,0.838,-5.839,0.0358,0.0446,0.000284,0.0712,0.336,110.509,5Jf0hLSFRfZ3NTSD45hLuf,305547,R,8
The Power Of Love (You Are My Lady),Air Supply,0.473,0.631,-8.448,0.0308,0.552,0.0038,0.109,0.178,144.032,1sh8DSGyKJsNsa1nDn7yDT,325040,R,1
Call The Doctor,Sleater-kinney,0.319,0.963,-4.107,0.127,0.179,0.381,0.0986,0.533,141.536,2rhHotHUkQTBUfpMVne5rZ,150347,R,0
Flowers On The Wall,The Statler Brothers,0.784,0.451,-11.225,0.0723,0.792,4.09e-05,0.115,0.78,100.303,7ledv9CTjqdwnvHgRmETyZ,138800,R,1
Undo,Björk,0.477,0.364,-11.985,0.0345,0.761,0.0113,0.151,0.0595,116.118,5eacHz9AJcozOn3KuqzPQz,338467,R,1
Floating In The Forth,Frightened Rabbit,0.524,0.66,-6.028,0.0324,0.855,0.000811,0.0976,0.166,118.992,1ryDs9vtCQxNFTMMskCtyC,254147,R,1
Wagon Wheel,Old Crow Medicine Show,0.621,0.403,-8.211,0.0359,0.581,0.0,0.114,0.634,145.523,2XgGdD5d2MW4RNx8KnIjVh,232133,R,1
Hollaback Girl,Gwen Stefani,0.926,0.916,-2.221,0.0929,0.35,6.17e-06,0.0234,0.904,110.007,0LzrhCZFXW94Y8nwtTuRlw,199853,R,7
Pretty Noose,Soundgarden,0.389,0.925,-7.97,0.0643,1.79e-05,0.244,0.222,0.317,150.893,6ZzeXWwDvMzrgCWt9RwBj1,251867,R,0
Gonna Make You Sweat  (Everybody Dance Now),C & C Music Factory Feat. Freedom Williams,0.564,0.776,-9.778,0.0851,0.00146,0.351,0.157,0.771,113.532,2Bdzf6aG9MlmKtAgve3XLJ,244160,R,7
Everything I Own,Bread,0.365,0.338,-13.406,0.0322,0.735,0.0,0.104,0.446,79.241,52VIdyKqp1pJRSyUQaxKUA,187000,R,1
Hate It Here,Wilco,0.691,0.631,-6.266,0.034,0.345,0.00107,0.118,0.613,80.571,2bjQJzyJfKlHSNDwvmcOBv,270920,R,7
Lazy Days,Enya,0.517,0.295,-11.813,0.0274,0.799,0.979,0.0981,0.724,155.441,29K5Ku7NhBIDfDe4CDRXt6,223053,R,5
Fans,Kings Of Leon,0.416,0.721,-6.222,0.0366,0.0256,6.11e-05,0.141,0.354,103.96,4SjOxVdKCnuX2pSXG68ChM,216400,R,8
Boombastic,Shaggy,0.867,0.538,-16.183,0.361,0.242,1.75e-05,0.316,0.781,158.328,4fxF8ljwryMZX5c9EKrLFE,249933,R,4
Lonely Lonely,Feist,0.454,0.111,-15.984,0.04,0.763,0.000143,0.283,0.256,108.645,5U4KihyhECuTIQOyGNf0a8,250120,R,1
Black & Blue,Bring Me The Horizon,0.306,0.988,-3.408,0.233,0.00384,0.000182,0.306,0.0668,112.638,5X09kCTquIbiZnno8boYYr,273653,R,8
Shempi,Ratatat,0.611,0.829,-5.059,0.0465,0.0053,0.911,0.338,0.507,123.448,68SLqD6aztB8SXlcX58aFn,237440,R,3
Blood,El-P,0.64,0.931,-4.89,0.0383,0.0782,0.0528,0.341,0.573,150.194,499ZYqlO6ie6dRuvu8D4rt,183827,R,0
Something More,Sugarland,0.613,0.857,-4.46,0.0545,0.29,0.0,0.113,0.349,102.261,3C3oknuBLo3jxhmRk67glu,216733,R,8
Yeah Yeah,Bodyrox,0.778,0.618,-7.667,0.0827,0.069,0.0,0.362,0.693,126.065,4HVGC52IogHANcKFA0QYiT,161627,R,7
Seventy Times 7,Brand New,0.508,0.757,-4.892,0.116,0.041,6.88e-05,0.118,0.423,91.344,4V0he7zYfJLEjfCDfojToB,213640,R,8
People Watching,Jack Johnson,0.871,0.341,-8.571,0.0472,0.4,1.49e-06,0.114,0.282,120.204,7E3qxQqgFigqWAeQDLvlyt,198213,R,1
Greenback Dollar,The Kingston Trio,0.7,0.322,-14.241,0.0774,0.864,0.0,0.123,0.847,143.505,0iSDA5x3Szznzb7JkM4dZN,172200,R,1
Methamphetamine,Old Crow Medicine Show,0.604,0.589,-6.965,0.0269,0.0172,2.69e-06,0.249,0.666,123.935,5yIMygzP9aLmGa7iJApB7P,327760,R,7
The Sea,Morcheeba,0.538,0.742,-7.924,0.038,0.0188,0.09,0.0749,0.273,150.029,7MRI6ZNv3neLVYy2kQ91nQ,348053,R,8
I Heard Love Is Blind,Amy Winehouse,0.494,0.304,-10.33,0.0772,0.763,0.0,0.126,0.267,74.87,3Li4nWTnkUu19vxkhNW9td,130067,R,1
Ben,Jackson 5,0.497,0.313,-8.896,0.027,0.752,3.79e-06,0.791,0.345,136.754,0yQ4ch7a7Q5SvgdCbiUV1x,159147,R,2
Booksmart Devil,Silversun Pickups,0.598,0.503,-12.99,0.0297,0.301,0.87,0.175,0.57,166.477,18lJrvDbhiENa2L2w3fDAl,266067,R,3
Definition,Black Star,0.65,0.9,-4.099,0.374,0.0252,0.0,0.176,0.659,89.788,4C7Ss9bTPOWJMh3rarF1mN,206493,R,4
Skinning the Drum,themselves,0.623,0.963,-5.947,0.116,0.000448,0.0,0.151,0.479,96.521,2LXHoBxnPdMVLCC7YyVg42,214480,R,8
Jenny From The Block,Jennifer Lopez,0.844,0.754,-5.46,0.207,0.00833,3.42e-06,0.0575,0.961,100.002,4ZOyH6KjomjlqCz3oFqglr,187840,R,4
Say,Method Man,0.826,0.416,-7.615,0.319,0.117,0.0,0.0737,0.621,92.033,2Lj1BSSrmaFPH2aEPCKyth,229587,R,4
Your Woman,White Town,0.815,0.605,-9.118,0.0368,0.033,0.684,0.114,0.795,102.642,4ACxa9buEUnOdYEoPcnMpi,259893,R,3
Esperando El Impacto,Bersuit Vergarabat,0.626,0.515,-5.26,0.0255,0.15,1.47e-06,0.218,0.476,111.0,5gvLj641O9EknHeN2uQlDy,217200,R,8
Silvia,Miike Snow,0.504,0.779,-5.48,0.0402,0.0122,0.000501,0.0925,0.3,119.985,2Cq2BrkoxqMvP3hcJHWNga,385667,R,8
Numb,Sia,0.231,0.92,-7.056,0.0654,0.000116,0.000278,0.0567,0.393,169.905,4VjO8qaNM3kEH3257W7bGj,208941,R,0
Cover My Eyes,La Roux,0.696,0.661,-3.707,0.0259,0.165,0.0,0.078,0.486,108.003,6vrHuxaxJdIFYkkviIgHA2,272440,R,8
Shake Down,Akon,0.728,0.823,-4.64,0.23,0.256,0.0,0.655,0.925,82.083,2rAxc5aXpEHp86lnMUhqUq,232347,R,4
Brooklyn King,Masta Killa,0.651,0.751,-5.185,0.296,0.145,0.0,0.153,0.803,96.266,4lsu5Z4gNeM2emG5Vf2uHW,159800,R,4
Iconography,Max Richter,0.298,0.163,-20.432,0.0428,0.972,0.904,0.101,0.0385,68.797,6h3detvfBsYvepS77rckEv,218853,R,5
