song,artist,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,song_label,clusters_kmeans
The Modern Age,The Strokes,0.528,0.888,-6.039,0.0326,0.0116,0.756,0.154,0.897,145.971,1420BGhbXGkIJtbtBlfpYE,208067,R,3
Tokyo Drift,Teriyaki Boyz,0.761,0.892,-5.354,0.133,0.178,4.19e-05,0.0712,0.935,127.04,5iJfzXKvQXlYOBtEQhEmpA,255173,R,7
Another Time Another Place,U2,0.328,0.823,-8.377,0.0625,0.00194,0.000628,0.358,0.36,137.032,3nnQez3iwBS7SOFSRLxuoe,272947,R,0
Someone Great,LCD Soundsystem,0.722,0.894,-5.903,0.0325,0.0418,0.00374,0.11,0.396,113.003,2VGDntFPvgvqSiUf9ITEfW,390013,R,8
Head Over Heels,Tears For Fears,0.602,0.839,-4.251,0.0255,0.502,0.00128,0.095,0.653,95.159,748yv6bb3l3CcKS45a6SZ8,256147,R,7
Kalopsia,The Blizzard,0.541,0.946,-7.369,0.0479,0.000696,0.898,0.337,0.526,135.039,6xgOGVLP09WilkPlxIQ1rp,237450,R,3
Deja Vu,Beyoncé feat. Jay-Z,0.644,0.746,-4.941,0.341,0.0071,1.22e-05,0.0743,0.355,105.253,423EcxblW9F4nnQkqcqMlK,240280,R,4
Y Hubo Alguien,Marc Anthony,0.474,0.879,-3.979,0.115,0.636,0.0,0.16,0.668,91.094,4lmOvO7Nc0Ppdz2hk8jpHj,388360,R,8
Your Touch,The Black Keys,0.532,0.768,-8.698,0.0551,0.8,2.01e-05,0.377,0.698,116.026,5lJUXSjRjevVy7I3P87wuK,162587,R,7
Like You\'ll Never See Me Again,Alicia Keys,0.562,0.657,-8.074,0.0315,0.173,0.000272,0.102,0.266,127.808,3JHDtmFdX9kdx9wz0md98U,315360,R,8
I\'m the man who loves you,Wilco,0.587,0.74,-7.554,0.0396,0.0458,0.0335,0.305,0.89,94.014,70gsdxSzE5lCKCCYj2F1Yr,235760,R,7
Eminence Front,The Who,0.697,0.787,-9.695,0.0305,0.232,0.587,0.0404,0.572,98.066,0LN5gIsS5tQSmRzQrHSaTR,339107,R,3
Naive,The Kooks,0.547,0.816,-6.165,0.0624,0.0688,0.0,0.127,0.722,102.765,2RUhtNBh43RtSg0WBPPq3m,203507,R,7
Here It Comes,Modest Mouse,0.744,0.387,-7.679,0.0363,0.632,0.00641,0.0894,0.077,93.346,1L7tKHdSueLy6h0aplhLps,190360,R,1
Cancer,Sick Puppies,0.378,0.967,-4.67,0.0683,0.00152,0.0,0.116,0.552,100.439,0zc4RPw8fXQSVCM5HQnUGU,185653,R,8
Someone To Save You,OneRepublic,0.315,0.824,-4.143,0.0336,0.0309,0.0,0.2,0.692,174.01,1mXiSrqOdR09yT43TwkSLh,252733,R,0
O Death,Ralph Stanley,0.568,0.0175,-17.732,0.118,0.96,0.0,0.197,0.502,111.405,16jWQYb9YpzdaOLG8DeHOB,199600,R,1
TE QUIERO PUTA!,Rammstein,0.496,0.934,-5.305,0.145,7.84e-05,0.344,0.115,0.268,159.931,4hLS1e3mrL0gbm8BqX1VvN,235627,R,0
Lowrider,Cypress Hill,0.911,0.65,-5.529,0.0921,0.00254,0.0553,0.198,0.681,98.625,0JFBf2PloRfMkPg5DjXhDx,276413,R,7
Black Bird,Evan Rachel Wood,0.143,0.151,-14.533,0.0375,0.835,0.000152,0.0951,0.138,80.687,2gQhXam6W18YxCNoHQQ24s,183747,R,1
Anoche Soñé Contigo,Kevin Johansen,0.565,0.547,-9.129,0.0385,0.416,0.0,0.102,0.399,91.95,1cqlBqJC2FL38DYTXgvQIW,244933,R,1
Lonely List,Alizée,0.714,0.532,-6.885,0.0314,0.00621,0.0724,0.101,0.628,120.044,3SmTC9xzGw0xTEDlK8BuQX,233387,R,7
Broken Face,Pixies,0.346,0.679,-11.845,0.0574,0.0319,7.54e-06,0.194,0.661,93.734,51qnsjPJ9V9ZNoc2bGKaP3,90640,R,8
Hazey Jane II,Nick Drake,0.637,0.46,-17.001,0.0317,0.227,0.133,0.074,0.945,150.313,1Juj6Rg5MhutU8gW43934B,226427,R,7
High,Lighthouse Family,0.664,0.622,-8.505,0.0253,0.0994,0.0738,0.112,0.614,102.342,7zB3ZhA5v33pA4rCdKKGqq,310333,R,7
Not For You,Pearl Jam,0.588,0.676,-6.553,0.0324,0.0294,0.0235,0.0725,0.13,119.902,5gdmwS7vtRb8AGGRio84uX,352587,R,8
Monkey Man,Amy Winehouse,0.613,0.852,-2.83,0.0709,0.236,0.0,0.102,0.923,146.523,52fqquVYihRW17ySEcy5mA,176320,R,7
Hay Un Son,Orishas,0.842,0.711,-5.804,0.327,0.177,0.0,0.0985,0.823,99.98,6eMDCx7BjtR8MTrwFgim3M,189832,R,4
Shake A Fist,Hot Chip,0.537,0.549,-8.344,0.132,4.95e-05,0.254,0.257,0.19,119.013,5ebzyIzwkueAuPetwaB7zr,312630,R,8
Waiting,Dash Berlin,0.63,0.673,-7.666,0.0503,0.0199,4.33e-05,0.0713,0.299,135.976,2xQdgAsaogfc8Z1Udx8VYL,572354,R,6
Long Arm Of The Law,Looptroop,0.716,0.623,-9.143,0.401,0.234,7.86e-06,0.157,0.789,92.013,19Zsgec1gI0vrSSRXHmeoy,319280,R,4
Memories,Waldeck,0.876,0.574,-5.442,0.0694,0.413,0.000184,0.19,0.647,96.002,2LkzP4UHofktw5lHLbiFdT,230326,R,7
Over And Out,Foo Fighters,0.423,0.451,-10.3,0.0261,0.139,0.000945,0.116,0.326,178.94,1ct1ICmKoBb5zsU4zc53bd,316173,R,0
Prófugos,Soda Stereo,0.551,0.895,-4.267,0.0391,0.00268,0.0402,0.299,0.359,127.221,1Tja3miBbbENpqIOAqGWXa,317613,R,8
Not Exactly,Deadmau5,0.798,0.58,-7.508,0.0595,0.0374,0.879,0.109,0.689,128.008,2nIfdN25Yl7IZEO4FLzPh8,479998,R,6
Spectre,Non,0.485,0.996,-3.821,0.0969,0.00138,0.993,0.913,0.472,124.642,59BVBpkpRglhoFRwYQAmrJ,121707,R,2
San Simeon,Goldfinger,0.419,0.895,-5.134,0.093,0.00696,0.0,0.598,0.647,168.326,1BmrcDdnIcUb9YMvRxhfEs,203467,R,2
Many Ghosts,Akron/Family,0.443,0.479,-7.582,0.0375,0.00931,2.09e-06,0.111,0.308,147.677,5sFvURC1ZBYi2fL4bYcTGn,244880,R,8
Leslie Anne Levine,The Decemberists,0.429,0.62,-6.313,0.0274,0.0473,7.25e-05,0.115,0.276,139.914,6vRoBEHTU6bwPR96JUObWr,252760,R,8
S Club Party,S Club 7,0.638,0.879,-6.534,0.0425,0.0697,0.0,0.414,0.778,101.999,21ixeD8mGouF993kgb4MER,210467,R,7
Faxing Berlin,Deadmau5,0.8,0.736,-9.588,0.0681,0.0443,0.904,0.139,0.69,128.024,5vtS5Pgd2hBoThMeYMYA1A,150001,R,3
Someone To Call My Lover (So So Def Remix),Janet Jackson,0.822,0.915,-3.355,0.0989,0.188,0.0,0.107,0.897,127.877,5gSFArDxhDpKMTcZY6jzbJ,276600,R,7
Homeward Bound,Simon & Garfunkel,0.485,0.378,-11.773,0.0337,0.831,0.0,0.103,0.528,92.928,4Xl2PrS3DJqqSKXCo6Uhv9,149613,R,1
Future Says Run,Tonic,0.427,0.89,-5.505,0.04,0.000606,7.54e-05,0.107,0.262,98.342,2CuxvT5N0wR7rfq8LG29q3,227400,R,8
The Final Episode (Let\'s Change The Channel),Asking Alexandria,0.213,0.957,-2.967,0.235,0.00156,0.0,0.394,0.157,196.118,0CqCpm4LLQbHUX5ysizWJS,242080,R,0
Spooky,Dusty Springfield,0.776,0.47,-10.308,0.0318,0.419,0.0,0.139,0.963,106.329,4RYwE31p4KflK1h7J7m1Yt,164933,R,7
Castle On A Cloud,Les Misérables - 10th Anniversary Concert,0.528,0.103,-20.929,0.101,0.918,0.0,0.687,0.232,111.635,7zrnHdGanycgnCOkKQKloy,195307,R,1
Beach Party,Hot Chip,0.92,0.248,-11.681,0.09,0.351,0.000238,0.0936,0.464,106.51,0QuBqVlc7U5A5smE92PNwv,241413,R,1
Strangers In The Wind,Cut Copy,0.564,0.825,-3.933,0.0375,0.0575,2.6e-05,0.225,0.479,119.95,1ZLsvetXVtZNflSrn2Jknd,283773,R,8
Closer,Kings Of Leon,0.398,0.768,-4.624,0.0392,0.469,2.02e-05,0.106,0.235,108.685,1O8d2pWtBclzuY3FctBPVa,237480,R,8
Crossroads,Cream,0.391,0.756,-11.317,0.0648,0.413,0.0418,0.879,0.839,131.648,6PUabSMXmPnZna361Wwmf7,258467,R,2
Billy Liar,The Decemberists,0.636,0.583,-6.67,0.0275,0.127,0.0,0.071,0.634,129.991,1aF6Mvl74QUqtmDAdza9vU,248387,R,7
No Fit State,Hot Chip,0.676,0.618,-6.953,0.0279,0.027,0.0245,0.0608,0.203,127.018,7g7PQK3KFdjaCcwQGbfbAe,338013,R,8
O New England,The Decemberists,0.665,0.685,-7.316,0.0279,0.0138,8.64e-06,0.118,0.678,108.373,2p87XZ4oEUXIUOE9uaFlYB,259053,R,7
Ooh La,The Kooks,0.543,0.873,-5.159,0.0803,0.0165,9.45e-05,0.15,0.786,150.891,6xqCTPxYnRf8X0p6N5Vw2T,208973,R,0
In and Out of Love,Armin van Buuren,0.526,0.705,-6.777,0.0301,0.067,6.4e-05,0.125,0.413,134.947,57nKL06bKwjaM5Y0aMtY9v,181680,R,8
All That We Perceive,Thievery Corporation,0.698,0.832,-6.473,0.0342,0.0251,0.947,0.0811,0.951,90.479,2knKUI1k57Q8Ox12Cxj8Pc,226133,R,3
Push The Eagle\'s Stomach,Man Man,0.486,0.917,-4.743,0.0569,0.0166,0.00229,0.221,0.353,121.943,5ykVoplqZmme1YvGyg97AF,219613,R,8
Lost In The Plot,The Dears,0.495,0.689,-6.181,0.0347,0.000552,0.000263,0.143,0.363,121.694,1Z7OOAh10ZzKded8NvKEOn,289971,R,8
Holdin\' On To You,Brad Paisley,0.488,0.41,-9.962,0.0262,0.213,0.0,0.131,0.27,144.509,5dNIdDioVpoEAi5hAk2H0c,180307,R,1
A Dios Le Pido,Juanes,0.673,0.841,-3.564,0.0557,0.0683,0.0,0.0965,0.94,97.027,129lYDVKnWtlJc2PZJviuA,205373,R,7
Maniac,Michael Sembello,0.617,0.533,-11.516,0.0651,0.0891,4.04e-06,0.0415,0.835,158.86,0QKfiqpEU4h9ycPSzIFwYe,244707,R,7
Cuts Like A Knife,Bryan Adams,0.469,0.464,-17.281,0.0263,0.0179,2.87e-06,0.577,0.601,95.921,5oZ2YnJxTXl7CdJJKehPHR,319800,R,2
Vincent,Don McLean,0.419,0.085,-19.387,0.0362,0.908,5.33e-06,0.34,0.458,91.509,0VNzEY1G4GLqcNx5qaaTl6,243493,R,1
Song For Dan Treacy,MGMT,0.453,0.977,-4.041,0.102,0.00314,0.000494,0.106,0.673,170.058,4SjbThOBAifCj4cBAI12T1,249360,R,0
Blue Christmas,Chris Isaak,0.597,0.813,-5.423,0.0485,0.269,0.244,0.963,0.658,120.076,0oW5ZblBpyHtC6zqGY93L3,170747,R,2
Wake For Young Souls,Third Eye Blind,0.575,0.657,-6.13,0.0377,0.0271,0.00132,0.151,0.498,187.465,0EXrEaS0MOWPfzyyAGWXMe,277667,R,0
Rock \'n\' Roll Lifestyle,Cake,0.71,0.462,-9.737,0.211,0.331,0.0,0.137,0.937,117.601,4tRkMAL93DFmaMDUHOHuBH,254067,R,4
Rehab,Rihanna,0.583,0.792,-5.894,0.0533,0.00321,4.92e-05,0.315,0.397,80.055,5X3ahLXhOw16BR09GjYPUT,294720,R,8
No Love,Roots Manuva,0.806,0.757,-6.538,0.298,0.0224,0.0,0.0494,0.721,94.929,52INKHE76TB5EQ5BnrduVq,237787,R,4
Doesn\'t Remind Me,Audioslave,0.336,0.658,-5.405,0.033,0.00165,3.2e-05,0.508,0.354,98.774,1XgEg8OYPbVOi7js2LfH7S,290573,R,2
Blue Eyes,Cary Brothers,0.635,0.398,-7.893,0.0262,0.282,2.71e-06,0.086,0.398,112.329,1we6fKUZmxDbVxqs2n2qjw,259307,R,1
Wounder,Burial,0.769,0.387,-10.457,0.192,0.0527,0.961,0.26,0.197,140.664,7A3dOBbWhFty6A6tlKLgiX,291707,R,3
Wild World,Cat Stevens,0.48,0.542,-8.51,0.0348,0.345,0.000609,0.113,0.567,152.853,7mjSHL2Eb0kAwiKbvNNyD9,200560,R,0
Yes,LMFAO,0.73,0.9,-3.339,0.052,0.0761,0.0,0.238,0.896,128.083,0Rdfu7NQubmGmYz90usRCU,183693,R,7
The Strength To Go On,Rise Against,0.302,0.906,-3.387,0.0555,0.00144,0.0,0.0558,0.629,132.746,2gVuP7yxrIsn2s3i68eHjt,207027,R,0
Go Away,Röyksopp,0.655,0.916,-5.534,0.0405,0.0337,0.0163,0.334,0.5,124.993,1Kts0TGMP4SVvxgXxjM6Af,232153,R,8
Tempus Vernum,Enya,0.469,0.172,-15.15,0.031,0.736,0.927,0.113,0.0306,73.675,5gr5OUyqK5uIG2EouwV6Ta,144267,R,5
Maybe Not,Cat Power,0.53,0.143,-13.82,0.031,0.987,0.0141,0.0524,0.16,107.934,5dD7NUzRnC6bSMIz7nAMDa,256293,R,1
Roll On Down The Highway,Bachman-Turner Overdrive,0.475,0.823,-11.994,0.029,0.00333,0.00839,0.311,0.881,138.981,05mzctclS0ZqqTLEiDIGkt,237800,R,7
All The Wild Horses,Ray LaMontagne,0.355,0.0691,-22.157,0.0311,0.816,0.303,0.112,0.113,96.111,2X5S5NV8Bj4WNTCnur6Ylt,196453,R,5
Jaded,Aerosmith,0.517,0.89,-4.033,0.0539,0.005,1.47e-05,0.0824,0.632,118.009,4iihDHIoKZdOeOW1kFDUtR,214333,R,8
The Way You Make Me Feel,Michael Jackson,0.877,0.854,-4.523,0.147,0.0544,5.5e-05,0.144,0.54,114.472,0sKlV58cODrjxGFOyf9IXY,298120,R,7
Howlin For You,The Black Keys,0.705,0.735,-6.646,0.0931,0.028,0.0783,0.112,0.448,132.627,0grFc6klR3hxoHLcgCYsF4,191800,R,7
The Voice,Celtic Woman,0.201,0.578,-8.312,0.0476,0.789,0.000351,0.104,0.372,188.19,2E3y6X63fbZCYJGELwRAWQ,185373,R,0
Sky And Sand,Paul & Fritz Kalkbrenner,0.791,0.329,-12.906,0.0592,0.6,0.863,0.193,0.526,127.021,4IsHMzDbRE8q5Z4ALsQj3o,230500,R,5
Holiday,Weezer,0.487,0.811,-7.223,0.0432,0.000408,3.83e-05,0.146,0.382,120.124,5vkkhwtKWnGkFu3tagE71D,204933,R,8
Ballad Of A Comeback Kid,The New Pornographers,0.552,0.842,-4.321,0.0454,0.0229,0.0,0.196,0.763,140.067,5pkLC3moRQ28U6fYGC3k1m,231093,R,0
The Man Who Sold The World,Nirvana,0.483,0.753,-8.937,0.0832,0.425,0.000142,0.257,0.42,115.102,15VRO9CQwMpbqUYA7e6Hwg,261093,R,8
Unbreakable,Fireflight,0.458,0.849,-4.244,0.0404,0.00341,1.2e-06,0.161,0.389,89.916,6M9vEm3Cy3PHr3QkXRX6x3,201160,R,8
Testify,Rage Against The Machine,0.47,0.978,-5.399,0.0727,0.0261,1.09e-05,0.356,0.503,117.906,7lmeHLHBe4nmXzuXc0HDjk,210133,R,8
Epic,Faith No More,0.358,0.893,-7.486,0.12,0.0222,0.0524,0.126,0.262,174.238,4ReyTz0y3TGkX48wO3Llot,293653,R,0
The Leaving Song Pt. II,AFI,0.497,0.82,-5.971,0.0307,0.00146,0.0014,0.104,0.599,89.012,7rFhh71IiBfOCM4EhMwuEb,211040,R,8
Glorious,Muse,0.4,0.979,-5.052,0.0968,0.0151,0.0164,0.342,0.0791,100.937,6IfitwQQ1Gu9g9QnLWDHRY,281027,R,8
Nostrand,Ratatat,0.71,0.375,-8.371,0.0664,0.135,0.915,0.0925,0.867,169.928,1YlFQ9M6N3UoOfRlAifqcw,184040,R,3
In The Waiting Line,Zero 7,0.561,0.33,-13.51,0.0268,0.76,0.134,0.106,0.378,79.01,5ARrtxJLVCeTv5TWo1oKgC,271520,R,1
Bailamos,Enrique Iglesias,0.627,0.888,-4.523,0.0388,0.0528,0.00237,0.136,0.591,99.905,2bbeNsFmjZqdoDhjLsKNWe,214067,R,8
Blame It On The Boogie,The Jacksons,0.774,0.641,-10.193,0.0799,0.0765,0.0,0.0867,0.875,113.256,3qI94hINNNeb4S7xQi18lS,214200,R,7
Wasting Time,Jack Johnson,0.859,0.663,-5.174,0.0537,0.0958,0.00374,0.0854,0.528,144.007,5nb0BEZqsmQYseSPJ932K8,230467,R,7
One Minute To Midnight,Justice,0.638,0.651,-7.392,0.191,0.0283,0.805,0.0883,0.368,121.974,6R0o9mEwZsYtqZsQrXYVOO,220933,R,3
My Week Beats Your Year,Telefon Tel Aviv,0.723,0.929,-3.233,0.0675,0.011,0.27,0.572,0.653,120.013,5OxGefFrlfnuH14uMub2RG,249120,R,2
Achy Breaky Heart,Billy Ray Cyrus,0.8,0.563,-10.209,0.0303,0.051,0.0,0.0797,0.961,121.808,2EoIt9vdgFRNW03u5IvFsQ,203373,R,7
Stack Shot Billy,The Black Keys,0.459,0.774,-4.267,0.0548,0.804,0.0119,0.107,0.752,109.848,0h1aRPElxfRx4mtcALug28,201693,R,7
Dust,Theatres Des Vampires,0.437,0.902,-3.697,0.0341,0.000906,0.0,0.181,0.289,150.108,24oce6FseBRfAambUzVHNp,288227,R,0
Sehnsucht,Rammstein,0.6,0.954,-5.463,0.0555,0.0086,0.624,0.0775,0.665,140.125,138ADAIJra5lBNbqQF2m7z,244427,R,3
The Boy Does Nothing,Alesha Dixon,0.568,0.972,-2.467,0.163,0.133,2.97e-05,0.0296,0.857,174.015,3XCezj8BPm1xGH3qS6SruW,209800,R,0
Sleep In The Garden,The Ruby Suns,0.611,0.326,-8.612,0.0419,0.589,0.602,0.0716,0.598,120.002,4z17fT1FIBqCCCHJehp2lI,104920,R,1
Norway,Beach House,0.461,0.475,-6.4,0.0283,0.238,0.0125,0.103,0.173,118.66,2WR4vnUdenSmOQHF2jyBTa,234800,R,8
(Remember The Days Of The) Old Schoolyard,Cat Stevens,0.647,0.602,-8.668,0.0573,0.477,0.0,0.597,0.622,146.167,4ZY9RCnfdaAqn0O82F0JSe,165133,R,2
Step Up,Drowning Pool,0.431,0.962,-3.269,0.0789,8.34e-06,5.04e-06,0.321,0.585,156.103,4Q1w4Ryyi8KNxxaFlOQClK,197293,R,0
Hummer,Foals,0.607,0.723,-4.239,0.0362,0.0194,2.33e-05,0.0684,0.793,147.979,4Z1Aqr4gdkEmuGEIit7VYv,174267,R,7
Lights And Sounds,Yellowcard,0.344,0.972,-3.675,0.116,8.48e-05,0.0,0.293,0.387,167.819,4XOZaPYeMn9hcbpyS90NnD,208187,R,0
Here I Am To Worship (Here I Am To Worship Album Version),Tim Hughes,0.526,0.897,-4.878,0.0376,0.0728,0.0,0.13,0.723,105.017,3jttpsWPk7imZLqNx0WByc,219521,R,7
Fire It Up,Modest Mouse,0.632,0.7,-5.732,0.0349,0.000225,1.87e-05,0.395,0.686,172.02,5BzQvpJt4C90POnaTNaToM,274613,R,0
Overrated,Three Days Grace,0.467,0.562,-6.831,0.0314,0.00407,5.83e-05,0.349,0.27,139.97,2nviKdUcbsHXulMXKqIhDI,210667,R,8
Brick By Brick,Train,0.404,0.806,-2.954,0.034,0.0173,0.0,0.113,0.471,176.099,031jrmrw9ldHHgEdzqLNpS,219880,R,0
Bouncing Off The Walls,Sugarcult,0.469,0.905,-5.621,0.0556,0.00315,0.0,0.253,0.687,150.907,6SlYsxvOXnB5sNg6ltf7pX,141293,R,0
Darkshines [Live From Le Zenith],Muse,0.319,0.884,-6.969,0.0592,3.01e-05,0.61,0.958,0.42,116.075,1Qg7wcwPO6P0HWvZXbWliI,277306,R,2
Siempre Es De Noche,Alejandro Sanz,0.59,0.707,-5.886,0.0764,0.332,0.0,0.0918,0.492,149.963,6ZL2hqLpDdMzDkxIp7I7aZ,288027,R,0
Flaca,Andres Calamaro,0.739,0.745,-6.658,0.0267,0.21,0.0135,0.127,0.949,109.326,1p7m9H4H8s0Y7SgRm7j3ED,277653,R,7
I Won\'t See You Tonight Part 1,Avenged Sevenfold,0.4,0.719,-5.109,0.0492,0.000451,0.00581,0.218,0.101,129.505,67w1cb9ESAnCGJkC9hW2nO,538333,R,6
Take A Picture,Filter,0.541,0.776,-8.042,0.0298,0.00147,0.000221,0.178,0.282,98.986,6q4aoWgTQ8td2AvqQXuFqm,363800,R,8
Only The Moment (All The Time In The World Mix),Marc Almond,0.615,0.607,-9.933,0.0246,0.0371,0.00433,0.294,0.541,107.442,7anK8qGOz8ILyar0QFgz0t,387600,R,8
Tocame,Sin Bandera,0.476,0.445,-7.892,0.0321,0.771,5.93e-06,0.154,0.0655,145.6,1004bYgOelLxsEZJNbsPGw,280400,R,1
Hate On Me,Jill Scott,0.663,0.85,-3.804,0.0933,0.0243,6.45e-06,0.0972,0.2,92.939,43xsmeThrcOkbjrvQvZB6o,209013,R,8
Tu Silencio,Bebe,0.67,0.445,-8.568,0.0329,0.802,5.11e-06,0.0806,0.328,89.983,4zBtRilrmoXshRGDZXNMg1,229413,R,1
High On The Heels,The Whitest Boy Alive,0.786,0.47,-9.319,0.0546,0.0686,0.391,0.0575,0.534,118.11,3fIbr552WXpfXtiCKRfgBz,200213,R,7
Kernkraft 400,Zombie Nation,0.714,0.528,-8.789,0.0692,0.00415,0.854,0.0819,0.297,139.983,7g8cjrj0sXScNE727685JE,207267,R,3
Them Bones,Alice In Chains,0.159,0.946,-5.756,0.0629,0.0235,8.06e-06,0.387,0.309,165.014,4A065x9kJt955eGVqf813g,149467,R,0
Crying,TV On The Radio,0.691,0.704,-5.655,0.0358,0.00807,9.82e-06,0.148,0.495,113.949,7qSmtX5R2e3G5g6ejNlXwO,250600,R,8
Hey Stephen,Taylor Swift,0.788,0.571,-6.135,0.0296,0.106,0.0,0.0934,0.797,115.99,550erGcdD9n6PnwxrvYqZT,254255,R,7
Face To Face,Daft Punk,0.874,0.437,-10.235,0.0708,0.00134,0.0296,0.0293,0.962,117.791,7v9Q0dAb9t7h8gJOkcJHay,240173,R,7
Redneck Woman,Gretchen Wilson,0.499,0.825,-5.146,0.177,0.13,0.0,0.306,0.753,185.069,26bL4gSULWDgdIMX0pRFrG,221333,R,0
Ask Me No Questions,Johnny Thunders,0.461,0.543,-12.311,0.0321,0.00898,0.624,0.308,0.776,124.794,7Inhj0iUiMV2QRD3jR1UqQ,213693,R,3
I Wouldn\'t Be A Man,Josh Turner,0.617,0.465,-7.945,0.0291,0.462,0.000308,0.0885,0.224,130.85,3ga3cmO4mb9dMhysyJUEaH,212693,R,1
Great Expectations,The Gaslight Anthem,0.546,0.936,-4.321,0.0657,0.00395,0.0,0.347,0.523,123.979,6s4xB5RA7R0m6tGGUPOKDo,185133,R,8
Save Room,John Legend,0.69,0.572,-6.131,0.0264,0.0451,0.0,0.0969,0.375,111.92,3sTc75CCyIw4FPs6cXkOe7,235667,R,8
Movement,LCD Soundsystem,0.588,0.723,-5.915,0.0762,0.00534,0.0134,0.0411,0.7,97.985,1pJS4rS12iA5MryQSAP2kQ,184173,R,7
Awake,Godsmack,0.395,0.756,-4.12,0.0544,1.74e-05,0.00665,0.319,0.475,112.092,6xXlurslWqFuyqTCBlErzX,304373,R,8
Emerge,Fischerspooner,0.607,0.734,-7.622,0.0445,0.0906,0.812,0.0925,0.569,147.941,3vyKSb9sAdXl0kQ1KnS9fY,288307,R,3
The Bitter End,Placebo,0.328,0.904,-5.063,0.0455,4.23e-05,0.0591,0.11,0.518,186.253,3WBPiogtVDBSXK7uOpxJ6m,190573,R,0
Foreplay/Long Time,Boston,0.435,0.657,-8.868,0.0545,0.00983,0.00748,0.0923,0.209,118.704,39C5FuZ8C8M0QI8CrMsPkR,467640,R,6
Broken Boy Soldier,The Raconteurs,0.4,0.853,-5.32,0.0591,0.00604,0.212,0.334,0.377,138.102,6NRrXON8nSIwrMsymtsIqQ,182227,R,0
Dulce Compañia,Julieta Venegas,0.627,0.763,-5.062,0.0284,0.0176,1.86e-05,0.066,0.749,126.936,5y4XPy1J5ofYPsjBJzJMJi,202373,R,7
Souverian,Andrew Bird,0.339,0.244,-15.281,0.0325,0.709,0.12,0.123,0.21,106.167,1zaKfI6YmJAlHlvJnw0vZx,438080,R,1
Float On,Modest Mouse,0.649,0.888,-4.807,0.0293,0.013,2.23e-06,0.0888,0.553,100.975,2lwwrWVKdf3LR9lbbhnr6R,208467,R,8
Turning Japanese,The Vapors,0.503,0.908,-5.845,0.0641,0.0273,7.88e-05,0.396,0.92,179.929,1MANhf0nwr6gFwsRJMeDbr,224107,R,0
So Here We Are,Bloc Party,0.296,0.841,-4.746,0.0487,0.00364,0.792,0.102,0.134,155.563,7dwCUb3OXadzAMWj5tzqyP,232400,R,3
Second To None,Phoenix,0.601,0.712,-4.039,0.0389,0.00453,1.58e-06,0.0913,0.896,161.964,6d435H47zqcVWeXeSea5AY,205227,R,7
Old Song,Max Richter,0.279,0.0613,-34.122,0.0497,0.278,0.779,0.107,0.197,129.509,5OiQrtOkyU2sY7UPmGtUYJ,131400,R,5
Thinking Of You,A Perfect Circle,0.562,0.872,-7.202,0.0552,6.33e-05,0.445,0.167,0.646,150.203,3TBloc9IQiHGWkzOSPoUA2,274573,R,3
Walzer Nr. 7 op. 64_2 Cis-Moll,Peter Schmalfuss,0.237,0.0315,-30.987,0.0404,0.992,0.914,0.0999,0.0924,171.687,2wpfgztXQy55GDNe9usHgr,208000,R,5
Would That Make U Love Me,Robin Thicke,0.963,0.377,-10.708,0.0615,0.127,0.0445,0.108,0.773,120.006,0Ztge3VZ7JcaRylriOXlQn,216733,R,7
Medias Negras,Joaquin Sabina,0.689,0.512,-11.521,0.0455,0.649,3.22e-06,0.155,0.504,96.032,1MT0Z24LifpPyEfxBN8ybR,287413,R,1
You\'re Not Alone,Olive,0.707,0.613,-13.552,0.0906,0.00156,0.0277,0.068,0.689,164.834,48LuTotLuDuRy0hpCjrRCM,355880,R,7
Summerfest \'86,Miami Horror,0.568,0.894,-5.682,0.0926,0.0232,0.111,0.488,0.438,110.931,5XEIjBGYc4W9nGrIet47IA,230253,R,2
Tacobel Canon,Ratatat,0.506,0.518,-7.236,0.0385,0.000225,0.838,0.303,0.322,133.41,1U3aIlw4n2NdSpsGCCQkUs,266760,R,3
Sorrow,Flyleaf,0.475,0.838,-3.616,0.0375,0.0161,0.0,0.331,0.38,140.093,3mokABTMvRjILYV9iuvW5e,166000,R,0
Tommy The Cat,Primus,0.533,0.924,-11.679,0.0721,0.00185,0.185,0.373,0.371,128.548,0kquzTsZG4m9qmLJaPSY9U,253960,R,8
Love Is A Place,Metric,0.583,0.311,-12.996,0.0324,0.976,0.823,0.112,0.413,155.934,3KyELsiO8Q6Iisw2mdGrhg,129293,R,5
Money Folder,Madvillain,0.679,0.724,-9.265,0.258,0.524,2.38e-05,0.765,0.874,92.585,7N1Z5IAGMEWXZcxfpFt87k,182800,R,4
The Golden Age,The Asteroids Galaxy Tour,0.567,0.916,-2.3,0.0547,0.13,1.19e-05,0.169,0.734,169.966,0iC9wa4ARcVk0oV1zXpwjv,232360,R,0
Basic Space,The xx,0.94,0.208,-15.237,0.0851,0.209,0.0832,0.105,0.149,115.873,5jPLxdGG7KKX9rM3xrm6Dd,188120,R,1
Pi-di-di-di,Calle 13,0.721,0.817,-5.271,0.228,0.153,0.0,0.0936,0.777,89.927,2ZR2Cox8oGFMdvPLiNKrJO,293067,R,4
